  % drude model for au quantum beats
 % Energy eV  n    k
 0.535 0.878081 16.9897
 0.57 0.774666 15.9434
 0.605 0.688554 15.0164
 0.64 0.616095 14.1892
 0.675 0.554551 13.4467
 0.71 0.501838 12.7762
 0.745 0.456346 12.1679
 0.78 0.416815 11.6133
 0.815 0.382249 11.1057
 0.85 0.351851 10.6392
 0.885 0.324977 10.209
 0.92 0.301103 9.8109
 0.955 0.279799 9.44151
 0.99 0.260711 9.09774
 1.025 0.24354 8.77699
 1.06 0.228039 8.47697
 1.095 0.213999 8.19572
 1.13 0.201242 7.93148
 1.165 0.189616 7.68274
 1.2 0.178991 7.44813
 1.235 0.169257 7.22647
 1.27 0.160317 7.01667
 1.305 0.152086 6.81779
 1.34 0.144492 6.62897
 1.375 0.13747 6.44945
 1.41 0.130966 6.27852
 1.445 0.124929 6.11558
 1.48 0.119316 5.96004
 1.515 0.114089 5.8114
 1.55 0.109212 5.66919
 1.585 0.104656 5.53299
 1.62 0.100393 5.40239
 1.655 0.0963982 5.27705
 1.69 0.0926503 5.15663
 1.725 0.0891294 5.04085
 1.76 0.0858176 4.92941
 1.795 0.0826988 4.82206
 1.83 0.0797585 4.71857
 1.865 0.0769834 4.61872
 1.9 0.0743615 4.52231
 1.935 0.0718819 4.42914
 1.97 0.0695346 4.33905
 2.005 0.0673105 4.25187
 2.04 0.0652014 4.16745
 2.075 0.0631994 4.08564
 2.11 0.0612978 4.00632
 2.145 0.0594899 3.92936
 2.18 0.0577699 3.85465
 2.215 0.0561323 3.78208
 2.25 0.0545721 3.71154
 2.285 0.0530847 3.64295
 2.32 0.0516657 3.5762
 2.355 0.0503111 3.51123
 2.39 0.0490173 3.44794
 2.425 0.0477809 3.38626
 2.46 0.0465986 3.32612
 2.495 0.0454674 3.26745
 2.53 0.0443848 3.2102
 2.565 0.043348 3.15429
 2.6 0.0423546 3.09968
 2.635 0.0414026 3.04631
 2.67 0.0404897 2.99412
 2.705 0.039614 2.94308
 2.74 0.0387738 2.89313
 2.775 0.0379672 2.84422
 2.81 0.0371928 2.79633
 2.845 0.036449 2.7494
 2.88 0.0357344 2.7034
 2.915 0.0350477 2.65829
 2.95 0.0343877 2.61404
 2.985 0.0337531 2.57062
 3.02 0.0331431 2.52799
 3.055 0.0325564 2.48612
 3.09 0.0319921 2.44498
 3.125 0.0314495 2.40455
 3.16 0.0309275 2.3648
 3.195 0.0304255 2.3257
 3.23 0.0299426 2.28723
 3.265 0.0294782 2.24936
 3.3 0.0290316 2.21207
 3.335 0.0286022 2.17534
 3.37 0.0281894 2.13915
 3.405 0.0277927 2.10347
 3.44 0.0274116 2.06829
 3.475 0.0270456 2.03358
 3.51 0.0266943 1.99933
 3.545 0.0263573 1.96552
 3.58 0.0260341 1.93213
 3.615 0.0257245 1.89915
 3.65 0.0254282 1.86655
 3.685 0.0251448 1.83432
 3.72 0.0248741 1.80244
 3.755 0.0246159 1.7709
 3.79 0.0243699 1.73968
 3.825 0.024136 1.70877
 3.86 0.023914 1.67814
 3.895 0.0237039 1.64779
 3.93 0.0235055 1.61771
 3.965 0.0233187 1.58787
 4 0.0231436 1.55825
