  % drude model for au quantum beats
 % Energy eV  n    k
 0.535 0.923222 17.0089
 0.57 0.81453 15.9627
 0.605 0.724011 15.0357
 0.64 0.647833 14.2085
 0.675 0.583125 13.4658
 0.71 0.527696 12.7952
 0.745 0.479857 12.1868
 0.78 0.438284 11.6321
 0.815 0.401929 11.1243
 0.85 0.369956 10.6577
 0.885 0.341689 10.2274
 0.92 0.316576 9.82923
 0.955 0.294167 9.45977
 0.99 0.274086 9.11595
 1.025 0.256022 8.79516
 1.06 0.239715 8.49512
 1.095 0.224943 8.21385
 1.13 0.211521 7.94962
 1.165 0.199289 7.70089
 1.2 0.188111 7.46632
 1.235 0.177869 7.24469
 1.27 0.168461 7.03494
 1.305 0.1598 6.83612
 1.34 0.151809 6.64738
 1.375 0.144421 6.46794
 1.41 0.137576 6.2971
 1.445 0.131223 6.13426
 1.48 0.125316 5.97883
 1.515 0.119814 5.83031
 1.55 0.114682 5.68823
 1.585 0.109886 5.55215
 1.62 0.105399 5.4217
 1.655 0.101194 5.2965
 1.69 0.0972492 5.17625
 1.725 0.0935428 5.06062
 1.76 0.0900564 4.94935
 1.795 0.0867729 4.84218
 1.83 0.0836772 4.73887
 1.865 0.0807553 4.63921
 1.9 0.0779945 4.54299
 1.935 0.0753834 4.45002
 1.97 0.0729115 4.36014
 2.005 0.0705691 4.27316
 2.04 0.0683476 4.18896
 2.075 0.0662388 4.10738
 2.11 0.0642355 4.02828
 2.145 0.0623308 3.95156
 2.18 0.0605185 3.87709
 2.215 0.0587928 3.80476
 2.25 0.0571485 3.73447
 2.285 0.0555806 3.66613
 2.32 0.0540847 3.59965
 2.355 0.0526565 3.53494
 2.39 0.0512922 3.47192
 2.425 0.0499881 3.41051
 2.46 0.0487408 3.35066
 2.495 0.0475474 3.29228
 2.53 0.0464048 3.23532
 2.565 0.0453103 3.17971
 2.6 0.0442616 3.12541
 2.635 0.0432561 3.07234
 2.67 0.0422917 3.02048
 2.705 0.0413664 2.96975
 2.74 0.0404782 2.92013
 2.775 0.0396253 2.87156
 2.81 0.038806 2.82401
 2.845 0.0380189 2.77743
 2.88 0.0372623 2.73178
 2.915 0.0365349 2.68704
 2.95 0.0358354 2.64315
 2.985 0.0351626 2.60011
 3.02 0.0345153 2.55786
 3.055 0.0338924 2.51638
 3.09 0.033293 2.47564
 3.125 0.032716 2.43561
 3.16 0.0321606 2.39628
 3.195 0.0316259 2.3576
 3.23 0.0311112 2.31956
 3.265 0.0306156 2.28213
 3.3 0.0301384 2.24529
 3.335 0.0296791 2.20902
 3.37 0.029237 2.17329
 3.405 0.0288114 2.13809
 3.44 0.0284019 2.1034
 3.475 0.028008 2.06919
 3.51 0.0276291 2.03546
 3.545 0.0272648 2.00217
 3.58 0.0269147 1.96932
 3.615 0.0265784 1.93688
 3.65 0.0262556 1.90484
 3.685 0.0259458 1.87319
 3.72 0.0256488 1.8419
 3.755 0.0253644 1.81097
 3.79 0.0250922 1.78037
 3.825 0.024832 1.7501
 3.86 0.0245837 1.72013
 3.895 0.0243469 1.69046
 3.93 0.0241217 1.66107
 3.965 0.0239078 1.63194
 4 0.0237052 1.60307
