  % drude model for au quantum beats
 % Energy eV  n    k
 0.535 0.90065 16.9993
 0.57 0.794597 15.9531
 0.605 0.706281 15.026
 0.64 0.631962 14.1989
 0.675 0.568836 13.4562
 0.71 0.514765 12.7858
 0.745 0.468099 12.1774
 0.78 0.427548 11.6227
 0.815 0.392088 11.115
 0.85 0.360902 10.6484
 0.885 0.333332 10.2182
 0.92 0.308839 9.82008
 0.955 0.286982 9.45065
 0.99 0.267397 9.10686
 1.025 0.24978 8.78608
 1.06 0.233877 8.48605
 1.095 0.219471 8.20479
 1.13 0.206381 7.94056
 1.165 0.194452 7.69182
 1.2 0.183551 7.45723
 1.235 0.173563 7.23559
 1.27 0.164389 7.02581
 1.305 0.155943 6.82696
 1.34 0.148151 6.63818
 1.375 0.140946 6.4587
 1.41 0.134272 6.28782
 1.445 0.128077 6.12493
 1.48 0.122317 5.96945
 1.515 0.116952 5.82087
 1.55 0.111948 5.67872
 1.585 0.107272 5.54258
 1.62 0.102897 5.41205
 1.655 0.0987975 5.28679
 1.69 0.094951 5.16645
 1.725 0.0913374 5.05074
 1.76 0.0879384 4.93939
 1.795 0.0847373 4.83213
 1.83 0.0817193 4.72873
 1.865 0.0788708 4.62898
 1.9 0.0761796 4.53266
 1.935 0.0736343 4.4396
 1.97 0.0712247 4.34961
 2.005 0.0689415 4.26253
 2.04 0.0667762 4.17822
 2.075 0.0647209 4.09652
 2.11 0.0627684 4.01732
 2.145 0.0609122 3.94048
 2.18 0.059146 3.86589
 2.215 0.0574645 3.79344
 2.25 0.0558623 3.72303
 2.285 0.0543346 3.65456
 2.32 0.0528772 3.58795
 2.355 0.0514858 3.5231
 2.39 0.0501568 3.45995
 2.425 0.0488865 3.39841
 2.46 0.0476718 3.33841
 2.495 0.0465095 3.27989
 2.53 0.0453969 3.22278
 2.565 0.0443313 3.16703
 2.6 0.0433103 3.11257
 2.635 0.0423315 3.05935
 2.67 0.0413929 3.00733
 2.705 0.0404924 2.95645
 2.74 0.0396282 2.90666
 2.775 0.0387985 2.85792
 2.81 0.0380017 2.8102
 2.845 0.0372362 2.76345
 2.88 0.0365007 2.71763
 2.915 0.0357936 2.6727
 2.95 0.0351139 2.62864
 2.985 0.0344602 2.5854
 3.02 0.0338315 2.54297
 3.055 0.0332268 2.50129
 3.09 0.0326449 2.46036
 3.125 0.0320851 2.42013
 3.16 0.0315464 2.38059
 3.195 0.0310281 2.3417
 3.23 0.0305292 2.30345
 3.265 0.0300492 2.2658
 3.3 0.0295873 2.22874
 3.335 0.029143 2.19224
 3.37 0.0287155 2.15629
 3.405 0.0283044 2.12085
 3.44 0.027909 2.08592
 3.475 0.0275291 2.05147
 3.51 0.0271639 2.01748
 3.545 0.0268132 1.98393
 3.58 0.0264766 1.95081
 3.615 0.0261536 1.91811
 3.65 0.0258439 1.88579
 3.685 0.0255473 1.85385
 3.72 0.0252634 1.82228
 3.755 0.0249919 1.79104
 3.79 0.0247328 1.76014
 3.825 0.0244856 1.72955
 3.86 0.0242504 1.69927
 3.895 0.0240268 1.66926
 3.93 0.0238148 1.63953
 3.965 0.0236143 1.61006
 4 0.0234253 1.58082
